trackid,track_name,composer,seconds,duracion,bytes,unitprice,albumid,album_title,artistid,artist_name,genreid,genre_name,mediatypeid,mediatype_name,last_update
146,Like A Bird,,276,04:36,9115657,0.99,15,Alcohol Fueled Brewtality Live! [Disc 2],11,Black Label Society,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.588511+00
147,Blood In The Wall,,284,04:44,9359475,0.99,15,Alcohol Fueled Brewtality Live! [Disc 2],11,Black Label Society,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.590228+00
148,The Beginning...At Last,,271,04:31,8975814,0.99,15,Alcohol Fueled Brewtality Live! [Disc 2],11,Black Label Society,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.592016+00
149,Black Sabbath,,382,06:22,12440200,0.99,16,Black Sabbath,12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.593504+00
150,The Wizard,,264,04:24,8646737,0.99,16,Black Sabbath,12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.594602+00
151,Behind The Wall Of Sleep,,217,03:37,7169049,0.99,16,Black Sabbath,12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.595652+00
152,N.I.B.,,368,06:08,12029390,0.99,16,Black Sabbath,12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.596685+00
153,Evil Woman,,204,03:24,6655170,0.99,16,Black Sabbath,12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.597724+00
154,Sleeping Village,,644,10:44,21128525,0.99,16,Black Sabbath,12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.598783+00
155,Warning,,212,03:32,6893363,0.99,16,Black Sabbath,12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.599848+00
156,Wheels Of Confusion / The Straightener,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",494,08:14,16065830,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.600866+00
157,Tomorrow's Dream,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",192,03:12,6252071,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.603131+00
158,Changes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",286,04:46,9175517,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.604334+00
159,FX,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",103,01:43,3331776,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.605416+00
160,Supernaut,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",285,04:45,9245971,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.606848+00
161,Snowblind,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331,05:31,10813386,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.608923+00
162,Cornucopia,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",234,03:54,7653880,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.610159+00
163,Laguna Sunrise,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",173,02:53,5671374,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.611254+00
164,St. Vitus Dance,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",149,02:29,4884969,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.61232+00
165,Under The Sun/Every Day Comes and Goes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",350,05:50,11360486,0.99,17,Black Sabbath Vol. 4 (Remaster),12,Black Sabbath,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.61338+00
166,Smoked Pork,,47,00:47,1549074,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.614436+00
167,Body Count's In The House,,204,03:24,6715413,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.615475+00
168,Now Sports,,4,00:04,161266,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.616581+00
169,Body Count,,317,05:17,10489139,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.618892+00
170,A Statistic,,6,00:06,211997,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.62005+00
171,Bowels Of The Devil,,223,03:43,7324125,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.621103+00
172,The Real Problem,,11,00:11,387360,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.622113+00
173,KKK Bitch,,173,02:53,5709631,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.623492+00
174,D Note,,95,01:35,3067064,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.625756+00
175,Voodoo,,300,05:00,9875962,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.626966+00
176,The Winner Loses,,392,06:32,12843821,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.628079+00
177,There Goes The Neighborhood,,350,05:50,11443471,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.629145+00
178,Oprah,,6,00:06,224313,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.63021+00
179,Evil Dick,,239,03:59,7828873,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.631256+00
180,Body Count Anthem,,166,02:46,5463690,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.632328+00
181,Momma's Gotta Die Tonight,,371,06:11,12122946,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.634495+00
182,Freedom Of Speech,,281,04:41,9337917,0.99,18,Body Count,13,Body Count,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:34.635724+00
183,King In Crimson,Roy Z,283,04:43,9218499,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.636825+00
184,Chemical Wedding,Roy Z,246,04:06,8022764,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.63803+00
185,The Tower,Roy Z,285,04:45,9435693,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.639237+00
186,Killing Floor,Adrian Smith,269,04:29,8854240,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.64102+00
187,Book Of Thel,Eddie Casillas/Roy Z,494,08:14,16034404,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.642879+00
188,Gates Of Urizen,Roy Z,265,04:25,8627004,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.644488+00
189,Jerusalem,Roy Z,402,06:42,13194463,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.645577+00
190,Trupets Of Jericho,Roy Z,359,05:59,11820908,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.646843+00
191,Machine Men,Adrian Smith,341,05:41,11138147,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.647915+00
192,The Alchemist,Roy Z,509,08:29,16545657,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.650087+00
193,Realword,Roy Z,237,03:57,7802095,0.99,19,Chemical Wedding,14,Bruce Dickinson,3,Metal,1,MPEG audio file,2023-01-04 12:05:34.651243+00
194,First Time I Met The Blues,Eurreal Montgomery,140,02:20,4604995,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.652305+00
195,Let Me Love You Baby,Willie Dixon,175,02:55,5716994,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.653397+00
196,Stone Crazy,Buddy Guy,433,07:13,14184984,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.654563+00
197,Pretty Baby,Willie Dixon,237,03:57,7848282,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.655665+00
198,When My Left Eye Jumps,Al Perkins/Willie Dixon,235,03:55,7685363,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.657502+00
199,Leave My Girl Alone,Buddy Guy,204,03:24,6859518,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.659555+00
200,She Suits Me To A Tee,Buddy Guy,136,02:16,4456321,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.660714+00
201,Keep It To Myself (Aka Keep It To Yourself),Sonny Boy Williamson [I],166,02:46,5487056,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.661864+00
202,My Time After Awhile,Robert Geddins/Ron Badger/Sheldon Feinberg,182,03:02,6022698,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.663051+00
203,Too Many Ways (Alternate),Willie Dixon,135,02:15,4459946,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.664535+00
204,Talkin' 'Bout Women Obviously,Amos Blakemore/Buddy Guy,589,09:49,19161377,0.99,20,The Best Of Buddy Guy - The Millenium Collection,15,Buddy Guy,6,Blues,1,MPEG audio file,2023-01-04 12:05:34.666462+00
205,Jorge Da Capadócia,Jorge Ben,177,02:57,5842196,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.667675+00
206,Prenda Minha,Tradicional,99,01:39,3225364,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.669148+00
207,Meditação,Tom Jobim - Newton Mendoça,148,02:28,4865597,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.670479+00
208,Terra,Caetano Veloso,482,08:02,15889054,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.671645+00
209,Eclipse Oculto,Caetano Veloso,221,03:41,7382703,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.673011+00
210,"Texto ""Verdade Tropical""",Caetano Veloso,84,01:24,2752161,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.6748+00
211,Bem Devagar,Gilberto Gil,133,02:13,4333651,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.67628+00
212,Drão,Gilberto Gil,156,02:36,5065932,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.677381+00
213,Saudosismo,Caetano Veloso,144,02:24,4726981,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.678532+00
214,Carolina,Chico Buarque,181,03:01,5924159,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.6798+00
215,Sozinho,Peninha,190,03:10,6253200,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.68144+00
216,Esse Cara,Caetano Veloso,223,03:43,7217126,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.682593+00
217,Mel,Caetano Veloso - Waly Salomão,294,04:54,9854062,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.683674+00
218,Linha Do Equador,Caetano Veloso - Djavan,299,04:59,10003747,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.684726+00
219,Odara,Caetano Veloso,141,02:21,4704104,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.686077+00
220,A Luz De Tieta,Caetano Veloso,251,04:11,8507446,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.687199+00
221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,307,05:07,10364247,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.688269+00
222,Vida Boa,Fausto Nilo - Armandinho,281,04:41,9411272,0.99,21,Prenda Minha,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.689462+00
223,Sozinho (Hitmakers Classic Mix),,436,07:16,14462072,0.99,22,Sozinho Remix Ao Vivo,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.691412+00
224,Sozinho (Hitmakers Classic Radio Edit),,195,03:15,6455134,0.99,22,Sozinho Remix Ao Vivo,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.693014+00
225,Sozinho (Caêdrum 'n' Bass),,328,05:28,10975007,0.99,22,Sozinho Remix Ao Vivo,16,Caetano Veloso,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.694165+00
226,Carolina,,163,02:43,5375395,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.695579+00
227,Essa Moça Ta Diferente,,167,02:47,5568574,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.697271+00
228,Vai Passar,,369,06:09,12359161,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.698405+00
229,Samba De Orly,,162,02:42,5431854,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.69948+00
230,"Bye, Bye Brasil",,283,04:43,9499590,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.700533+00
231,Atras Da Porta,,189,03:09,6132843,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.701566+00
232,Tatuagem,,172,02:52,5645703,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.702647+00
233,O Que Será (À Flor Da Terra),,167,02:47,5574848,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.703692+00
234,Morena De Angola,,186,03:06,6373932,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.704725+00
235,Apesar De Você,,234,03:54,7886937,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.70581+00
236,A Banda,,132,02:12,4349539,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.707602+00
237,Minha Historia,,182,03:02,6029673,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.709432+00
238,Com Açúcar E Com Afeto,,175,02:55,5846442,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.711047+00
239,Brejo Da Cruz,,214,03:34,7270749,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.712807+00
240,Meu Caro Amigo,,260,04:20,8778172,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.714241+00
241,Geni E O Zepelim,,317,05:17,10342226,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.715472+00
242,Trocando Em Miúdos,,169,02:49,5461468,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.716524+00
243,Vai Trabalhar Vagabundo,,139,02:19,4693941,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.717596+00
244,Gota D'água,,153,02:33,5074189,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.718641+00
245,Construção / Deus Lhe Pague,,383,06:23,12675305,0.99,23,Minha Historia,17,Chico Buarque,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.719755+00
246,Mateus Enter,Chico Science,33,00:33,1103013,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.72079+00
247,O Cidadão Do Mundo,Chico Science,200,03:20,6724966,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.721837+00
248,Etnia,Chico Science,152,02:32,5061413,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.723094+00
249,Quilombo Groove [Instrumental],Chico Science,151,02:31,5042447,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.724762+00
250,Macô,Chico Science,249,04:09,8253934,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.725994+00
251,Um Passeio No Mundo Livre,Chico Science,240,04:00,7984291,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.728435+00
252,Samba Do Lado,Chico Science,227,03:47,7541688,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.729641+00
253,Maracatu Atômico,Chico Science,284,04:44,9670057,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.730734+00
254,O Encontro De Isaac Asimov Com Santos Dumont No Céu,Chico Science,99,01:39,3240816,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.731777+00
255,Corpo De Lama,Chico Science,232,03:52,7714954,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.732831+00
256,Sobremesa,Chico Science,240,04:00,7960868,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.733865+00
257,Manguetown,Chico Science,194,03:14,6475159,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.73491+00
258,Um Satélite Na Cabeça,Chico Science,126,02:06,4272821,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.735976+00
259,Baião Ambiental [Instrumental],Chico Science,152,02:32,5198539,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.737004+00
260,Sangue De Bairro,Chico Science,132,02:12,4415557,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.738032+00
261,Enquanto O Mundo Explode,Chico Science,88,01:28,2968650,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.739118+00
262,Interlude Zumbi,Chico Science,71,01:11,2408550,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.7408+00
263,Criança De Domingo,Chico Science,208,03:28,6984813,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.744146+00
264,Amor De Muito,Chico Science,175,02:55,5881293,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.745598+00
265,Samidarish [Instrumental],Chico Science,272,04:32,8911641,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.746676+00
266,Maracatu Atômico [Atomic Version],Chico Science,273,04:33,9019677,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.747728+00
267,Maracatu Atômico [Ragga Mix],Chico Science,210,03:30,6986421,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.748767+00
268,Maracatu Atômico [Trip Hop],Chico Science,221,03:41,7380787,0.99,24,Afrociberdelia,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.749794+00
269,Banditismo Por Uma Questa,,307,05:07,10251097,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.750814+00
270,Banditismo Por Uma Questa,,243,04:03,8147224,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.751846+00
271,Rios Pontes & Overdrives,,286,04:46,9659152,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.752944+00
272,Cidade,,216,03:36,7241817,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.754061+00
273,Praiera,,183,03:03,6172781,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.755102+00
274,Samba Makossa,,271,04:31,9095410,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.756467+00
275,Da Lama Ao Caos,,251,04:11,8378065,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.760141+00
276,Maracatu De Tiro Certeiro,,88,01:28,2901397,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.761719+00
277,Salustiano Song,,215,03:35,7183969,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.763176+00
278,Antene Se,,248,04:08,8253618,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.764373+00
279,Risoflora,,105,01:45,3536938,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.765416+00
280,Lixo Do Mangue,,193,03:13,6534200,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.766451+00
281,Computadores Fazem Arte,,404,06:44,13702771,0.99,25,Da Lama Ao Caos,18,Chico Science & Nação Zumbi,7,Latin,1,MPEG audio file,2023-01-04 12:05:34.76747+00
282,Girassol,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,249,04:09,8327676,0.99,26,Acústico MTV [Live],19,Cidade Negra,8,Reggae,1,MPEG audio file,2023-01-04 12:05:34.768509+00
