invoicelineid,invoiceid,trackid,unitprice,quantity,line_total,last_update
403,75,2428,0.99,1,0.99,2023-01-04 12:05:46.238497+00
404,75,2437,0.99,1,0.99,2023-01-04 12:05:46.239068+00
405,75,2446,0.99,1,0.99,2023-01-04 12:05:46.239646+00
406,75,2455,0.99,1,0.99,2023-01-04 12:05:46.240222+00
407,75,2464,0.99,1,0.99,2023-01-04 12:05:46.240793+00
408,75,2473,0.99,1,0.99,2023-01-04 12:05:46.241367+00
409,75,2482,0.99,1,0.99,2023-01-04 12:05:46.242537+00
410,75,2491,0.99,1,0.99,2023-01-04 12:05:46.24323+00
411,75,2500,0.99,1,0.99,2023-01-04 12:05:46.243831+00
412,75,2509,0.99,1,0.99,2023-01-04 12:05:46.246823+00
413,75,2518,0.99,1,0.99,2023-01-04 12:05:46.247674+00
414,75,2527,0.99,1,0.99,2023-01-04 12:05:46.248288+00
415,75,2536,0.99,1,0.99,2023-01-04 12:05:46.248886+00
416,76,2550,0.99,1,0.99,2023-01-04 12:05:46.249471+00
417,77,2551,0.99,1,0.99,2023-01-04 12:05:46.250048+00
418,77,2552,0.99,1,0.99,2023-01-04 12:05:46.250631+00
419,78,2554,0.99,1,0.99,2023-01-04 12:05:46.25121+00
420,78,2556,0.99,1,0.99,2023-01-04 12:05:46.251782+00
421,79,2558,0.99,1,0.99,2023-01-04 12:05:46.252357+00
422,79,2560,0.99,1,0.99,2023-01-04 12:05:46.252927+00
423,79,2562,0.99,1,0.99,2023-01-04 12:05:46.253501+00
424,79,2564,0.99,1,0.99,2023-01-04 12:05:46.254076+00
425,80,2568,0.99,1,0.99,2023-01-04 12:05:46.254645+00
426,80,2572,0.99,1,0.99,2023-01-04 12:05:46.255218+00
427,80,2576,0.99,1,0.99,2023-01-04 12:05:46.25579+00
428,80,2580,0.99,1,0.99,2023-01-04 12:05:46.256359+00
429,80,2584,0.99,1,0.99,2023-01-04 12:05:46.256936+00
430,80,2588,0.99,1,0.99,2023-01-04 12:05:46.257501+00
431,81,2594,0.99,1,0.99,2023-01-04 12:05:46.258073+00
432,81,2600,0.99,1,0.99,2023-01-04 12:05:46.258702+00
433,81,2606,0.99,1,0.99,2023-01-04 12:05:46.25928+00
434,81,2612,0.99,1,0.99,2023-01-04 12:05:46.261433+00
435,81,2618,0.99,1,0.99,2023-01-04 12:05:46.262724+00
436,81,2624,0.99,1,0.99,2023-01-04 12:05:46.263525+00
437,81,2630,0.99,1,0.99,2023-01-04 12:05:46.264428+00
438,81,2636,0.99,1,0.99,2023-01-04 12:05:46.265035+00
439,81,2642,0.99,1,0.99,2023-01-04 12:05:46.265616+00
440,82,2651,0.99,1,0.99,2023-01-04 12:05:46.266195+00
441,82,2660,0.99,1,0.99,2023-01-04 12:05:46.266762+00
442,82,2669,0.99,1,0.99,2023-01-04 12:05:46.267334+00
443,82,2678,0.99,1,0.99,2023-01-04 12:05:46.267907+00
444,82,2687,0.99,1,0.99,2023-01-04 12:05:46.268473+00
445,82,2696,0.99,1,0.99,2023-01-04 12:05:46.269044+00
446,82,2705,0.99,1,0.99,2023-01-04 12:05:46.269611+00
447,82,2714,0.99,1,0.99,2023-01-04 12:05:46.270176+00
448,82,2723,0.99,1,0.99,2023-01-04 12:05:46.27075+00
449,82,2732,0.99,1,0.99,2023-01-04 12:05:46.271313+00
450,82,2741,0.99,1,0.99,2023-01-04 12:05:46.271882+00
451,82,2750,0.99,1,0.99,2023-01-04 12:05:46.27246+00
452,82,2759,0.99,1,0.99,2023-01-04 12:05:46.273031+00
453,82,2768,0.99,1,0.99,2023-01-04 12:05:46.273603+00
454,83,2782,0.99,1,0.99,2023-01-04 12:05:46.274173+00
455,84,2783,0.99,1,0.99,2023-01-04 12:05:46.274742+00
456,84,2784,0.99,1,0.99,2023-01-04 12:05:46.275314+00
457,85,2786,0.99,1,0.99,2023-01-04 12:05:46.275885+00
458,85,2788,0.99,1,0.99,2023-01-04 12:05:46.276451+00
459,86,2790,0.99,1,0.99,2023-01-04 12:05:46.277019+00
460,86,2792,0.99,1,0.99,2023-01-04 12:05:46.277584+00
461,86,2794,0.99,1,0.99,2023-01-04 12:05:46.278193+00
462,86,2796,0.99,1,0.99,2023-01-04 12:05:46.281503+00
463,87,2800,0.99,1,0.99,2023-01-04 12:05:46.282297+00
464,87,2804,0.99,1,0.99,2023-01-04 12:05:46.282912+00
465,87,2808,0.99,1,0.99,2023-01-04 12:05:46.283498+00
466,87,2812,0.99,1,0.99,2023-01-04 12:05:46.284071+00
467,87,2816,0.99,1,0.99,2023-01-04 12:05:46.284649+00
468,87,2820,1.99,1,1.99,2023-01-04 12:05:46.285234+00
469,88,2826,1.99,1,1.99,2023-01-04 12:05:46.285808+00
470,88,2832,1.99,1,1.99,2023-01-04 12:05:46.2864+00
471,88,2838,1.99,1,1.99,2023-01-04 12:05:46.286977+00
472,88,2844,1.99,1,1.99,2023-01-04 12:05:46.28755+00
473,88,2850,1.99,1,1.99,2023-01-04 12:05:46.288123+00
474,88,2856,1.99,1,1.99,2023-01-04 12:05:46.288693+00
475,88,2862,1.99,1,1.99,2023-01-04 12:05:46.289266+00
476,88,2868,1.99,1,1.99,2023-01-04 12:05:46.289831+00
477,88,2874,1.99,1,1.99,2023-01-04 12:05:46.2904+00
478,89,2883,1.99,1,1.99,2023-01-04 12:05:46.290965+00
479,89,2892,1.99,1,1.99,2023-01-04 12:05:46.291529+00
480,89,2901,1.99,1,1.99,2023-01-04 12:05:46.292101+00
481,89,2910,1.99,1,1.99,2023-01-04 12:05:46.29266+00
482,89,2919,1.99,1,1.99,2023-01-04 12:05:46.293228+00
483,89,2928,0.99,1,0.99,2023-01-04 12:05:46.293793+00
484,89,2937,0.99,1,0.99,2023-01-04 12:05:46.296775+00
485,89,2946,0.99,1,0.99,2023-01-04 12:05:46.297615+00
486,89,2955,0.99,1,0.99,2023-01-04 12:05:46.298228+00
487,89,2964,0.99,1,0.99,2023-01-04 12:05:46.298816+00
488,89,2973,0.99,1,0.99,2023-01-04 12:05:46.299394+00
489,89,2982,0.99,1,0.99,2023-01-04 12:05:46.29999+00
490,89,2991,0.99,1,0.99,2023-01-04 12:05:46.300573+00
491,89,3000,0.99,1,0.99,2023-01-04 12:05:46.301147+00
492,90,3014,0.99,1,0.99,2023-01-04 12:05:46.301721+00
493,91,3015,0.99,1,0.99,2023-01-04 12:05:46.302293+00
494,91,3016,0.99,1,0.99,2023-01-04 12:05:46.302861+00
495,92,3018,0.99,1,0.99,2023-01-04 12:05:46.30343+00
496,92,3020,0.99,1,0.99,2023-01-04 12:05:46.303997+00
497,93,3022,0.99,1,0.99,2023-01-04 12:05:46.304564+00
498,93,3024,0.99,1,0.99,2023-01-04 12:05:46.305135+00
499,93,3026,0.99,1,0.99,2023-01-04 12:05:46.305703+00
500,93,3028,0.99,1,0.99,2023-01-04 12:05:46.306277+00
501,94,3032,0.99,1,0.99,2023-01-04 12:05:46.306846+00
502,94,3036,0.99,1,0.99,2023-01-04 12:05:46.307418+00
503,94,3040,0.99,1,0.99,2023-01-04 12:05:46.307988+00
504,94,3044,0.99,1,0.99,2023-01-04 12:05:46.308564+00
505,94,3048,0.99,1,0.99,2023-01-04 12:05:46.309136+00
506,94,3052,0.99,1,0.99,2023-01-04 12:05:46.309758+00
507,95,3058,0.99,1,0.99,2023-01-04 12:05:46.311942+00
508,95,3064,0.99,1,0.99,2023-01-04 12:05:46.313278+00
509,95,3070,0.99,1,0.99,2023-01-04 12:05:46.314277+00
510,95,3076,0.99,1,0.99,2023-01-04 12:05:46.315378+00
511,95,3082,0.99,1,0.99,2023-01-04 12:05:46.316003+00
512,95,3088,0.99,1,0.99,2023-01-04 12:05:46.316592+00
513,95,3094,0.99,1,0.99,2023-01-04 12:05:46.317164+00
514,95,3100,0.99,1,0.99,2023-01-04 12:05:46.317736+00
515,95,3106,0.99,1,0.99,2023-01-04 12:05:46.318305+00
516,96,3115,0.99,1,0.99,2023-01-04 12:05:46.318874+00
517,96,3124,0.99,1,0.99,2023-01-04 12:05:46.319454+00
518,96,3133,0.99,1,0.99,2023-01-04 12:05:46.320027+00
519,96,3142,0.99,1,0.99,2023-01-04 12:05:46.320597+00
520,96,3151,0.99,1,0.99,2023-01-04 12:05:46.321177+00
521,96,3160,0.99,1,0.99,2023-01-04 12:05:46.321743+00
522,96,3169,1.99,1,1.99,2023-01-04 12:05:46.32231+00
523,96,3178,1.99,1,1.99,2023-01-04 12:05:46.322889+00
524,96,3187,1.99,1,1.99,2023-01-04 12:05:46.323456+00
525,96,3196,1.99,1,1.99,2023-01-04 12:05:46.324027+00
526,96,3205,1.99,1,1.99,2023-01-04 12:05:46.324597+00
527,96,3214,1.99,1,1.99,2023-01-04 12:05:46.325174+00
528,96,3223,1.99,1,1.99,2023-01-04 12:05:46.327539+00
529,96,3232,1.99,1,1.99,2023-01-04 12:05:46.328655+00
530,97,3246,1.99,1,1.99,2023-01-04 12:05:46.329874+00
531,98,3247,1.99,1,1.99,2023-01-04 12:05:46.330784+00
532,98,3248,1.99,1,1.99,2023-01-04 12:05:46.331671+00
533,99,3250,1.99,1,1.99,2023-01-04 12:05:46.332598+00
534,99,3252,1.99,1,1.99,2023-01-04 12:05:46.333453+00
535,100,3254,0.99,1,0.99,2023-01-04 12:05:46.33427+00
536,100,3256,0.99,1,0.99,2023-01-04 12:05:46.335054+00
537,100,3258,0.99,1,0.99,2023-01-04 12:05:46.335976+00
538,100,3260,0.99,1,0.99,2023-01-04 12:05:46.336809+00
539,101,3264,0.99,1,0.99,2023-01-04 12:05:46.337623+00
540,101,3268,0.99,1,0.99,2023-01-04 12:05:46.338404+00
541,101,3272,0.99,1,0.99,2023-01-04 12:05:46.339179+00
542,101,3276,0.99,1,0.99,2023-01-04 12:05:46.339983+00
543,101,3280,0.99,1,0.99,2023-01-04 12:05:46.340749+00
544,101,3284,0.99,1,0.99,2023-01-04 12:05:46.343165+00
545,102,3290,0.99,1,0.99,2023-01-04 12:05:46.344082+00
546,102,3296,0.99,1,0.99,2023-01-04 12:05:46.345102+00
547,102,3302,0.99,1,0.99,2023-01-04 12:05:46.346402+00
548,102,3308,0.99,1,0.99,2023-01-04 12:05:46.347307+00
549,102,3314,0.99,1,0.99,2023-01-04 12:05:46.348115+00
550,102,3320,0.99,1,0.99,2023-01-04 12:05:46.348911+00
551,102,3326,0.99,1,0.99,2023-01-04 12:05:46.349695+00
552,102,3332,0.99,1,0.99,2023-01-04 12:05:46.350491+00
553,102,3338,1.99,1,1.99,2023-01-04 12:05:46.351284+00
554,103,3347,1.99,1,1.99,2023-01-04 12:05:46.35205+00
555,103,3356,0.99,1,0.99,2023-01-04 12:05:46.352829+00
556,103,3365,0.99,1,0.99,2023-01-04 12:05:46.353592+00
557,103,3374,0.99,1,0.99,2023-01-04 12:05:46.354377+00
558,103,3383,0.99,1,0.99,2023-01-04 12:05:46.355159+00
559,103,3392,0.99,1,0.99,2023-01-04 12:05:46.355951+00
560,103,3401,0.99,1,0.99,2023-01-04 12:05:46.358511+00
561,103,3410,0.99,1,0.99,2023-01-04 12:05:46.359599+00
562,103,3419,0.99,1,0.99,2023-01-04 12:05:46.36022+00
563,103,3428,1.99,1,1.99,2023-01-04 12:05:46.360804+00
564,103,3437,0.99,1,0.99,2023-01-04 12:05:46.361443+00
565,103,3446,0.99,1,0.99,2023-01-04 12:05:46.3624+00
566,103,3455,0.99,1,0.99,2023-01-04 12:05:46.363234+00
567,103,3464,0.99,1,0.99,2023-01-04 12:05:46.363945+00
568,104,3478,0.99,1,0.99,2023-01-04 12:05:46.36455+00
569,105,3479,0.99,1,0.99,2023-01-04 12:05:46.365139+00
570,105,3480,0.99,1,0.99,2023-01-04 12:05:46.365716+00
571,106,3482,0.99,1,0.99,2023-01-04 12:05:46.366299+00
572,106,3484,0.99,1,0.99,2023-01-04 12:05:46.366884+00
573,107,3486,0.99,1,0.99,2023-01-04 12:05:46.367458+00
574,107,3488,0.99,1,0.99,2023-01-04 12:05:46.368052+00
575,107,3490,0.99,1,0.99,2023-01-04 12:05:46.368631+00
576,107,3492,0.99,1,0.99,2023-01-04 12:05:46.369209+00
577,108,3496,0.99,1,0.99,2023-01-04 12:05:46.369785+00
578,108,3500,0.99,1,0.99,2023-01-04 12:05:46.370357+00
579,108,1,0.99,1,0.99,2023-01-04 12:05:46.370931+00
580,108,5,0.99,1,0.99,2023-01-04 12:05:46.371516+00
581,108,9,0.99,1,0.99,2023-01-04 12:05:46.372094+00
582,108,13,0.99,1,0.99,2023-01-04 12:05:46.374096+00
583,109,19,0.99,1,0.99,2023-01-04 12:05:46.374824+00
584,109,25,0.99,1,0.99,2023-01-04 12:05:46.375758+00
585,109,31,0.99,1,0.99,2023-01-04 12:05:46.376597+00
586,109,37,0.99,1,0.99,2023-01-04 12:05:46.377195+00
587,109,43,0.99,1,0.99,2023-01-04 12:05:46.377778+00
588,109,49,0.99,1,0.99,2023-01-04 12:05:46.37851+00
589,109,55,0.99,1,0.99,2023-01-04 12:05:46.379605+00
590,109,61,0.99,1,0.99,2023-01-04 12:05:46.380317+00
591,109,67,0.99,1,0.99,2023-01-04 12:05:46.380968+00
592,110,76,0.99,1,0.99,2023-01-04 12:05:46.381546+00
593,110,85,0.99,1,0.99,2023-01-04 12:05:46.382125+00
594,110,94,0.99,1,0.99,2023-01-04 12:05:46.382706+00
595,110,103,0.99,1,0.99,2023-01-04 12:05:46.383285+00
596,110,112,0.99,1,0.99,2023-01-04 12:05:46.383861+00
597,110,121,0.99,1,0.99,2023-01-04 12:05:46.384443+00
598,110,130,0.99,1,0.99,2023-01-04 12:05:46.385025+00
599,110,139,0.99,1,0.99,2023-01-04 12:05:46.385602+00
600,110,148,0.99,1,0.99,2023-01-04 12:05:46.386186+00
601,110,157,0.99,1,0.99,2023-01-04 12:05:46.386762+00
602,110,166,0.99,1,0.99,2023-01-04 12:05:46.38735+00
603,110,175,0.99,1,0.99,2023-01-04 12:05:46.389585+00
604,110,184,0.99,1,0.99,2023-01-04 12:05:46.390611+00
605,110,193,0.99,1,0.99,2023-01-04 12:05:46.391741+00
606,111,207,0.99,1,0.99,2023-01-04 12:05:46.392381+00
607,112,208,0.99,1,0.99,2023-01-04 12:05:46.392987+00
608,112,209,0.99,1,0.99,2023-01-04 12:05:46.393577+00
609,113,211,0.99,1,0.99,2023-01-04 12:05:46.394154+00
610,113,213,0.99,1,0.99,2023-01-04 12:05:46.394773+00
611,114,215,0.99,1,0.99,2023-01-04 12:05:46.395723+00
612,114,217,0.99,1,0.99,2023-01-04 12:05:46.396571+00
613,114,219,0.99,1,0.99,2023-01-04 12:05:46.397235+00
614,114,221,0.99,1,0.99,2023-01-04 12:05:46.397847+00
615,115,225,0.99,1,0.99,2023-01-04 12:05:46.3985+00
616,115,229,0.99,1,0.99,2023-01-04 12:05:46.399089+00
617,115,233,0.99,1,0.99,2023-01-04 12:05:46.399679+00
618,115,237,0.99,1,0.99,2023-01-04 12:05:46.400257+00
619,115,241,0.99,1,0.99,2023-01-04 12:05:46.400833+00
620,115,245,0.99,1,0.99,2023-01-04 12:05:46.401715+00
621,116,251,0.99,1,0.99,2023-01-04 12:05:46.402307+00
622,116,257,0.99,1,0.99,2023-01-04 12:05:46.402889+00
623,116,263,0.99,1,0.99,2023-01-04 12:05:46.405255+00
624,116,269,0.99,1,0.99,2023-01-04 12:05:46.40614+00
625,116,275,0.99,1,0.99,2023-01-04 12:05:46.406796+00
626,116,281,0.99,1,0.99,2023-01-04 12:05:46.407401+00
627,116,287,0.99,1,0.99,2023-01-04 12:05:46.407992+00
628,116,293,0.99,1,0.99,2023-01-04 12:05:46.408573+00
629,116,299,0.99,1,0.99,2023-01-04 12:05:46.409157+00
630,117,308,0.99,1,0.99,2023-01-04 12:05:46.409735+00
631,117,317,0.99,1,0.99,2023-01-04 12:05:46.410322+00
632,117,326,0.99,1,0.99,2023-01-04 12:05:46.410918+00
633,117,335,0.99,1,0.99,2023-01-04 12:05:46.411589+00
634,117,344,0.99,1,0.99,2023-01-04 12:05:46.412569+00
635,117,353,0.99,1,0.99,2023-01-04 12:05:46.413342+00
636,117,362,0.99,1,0.99,2023-01-04 12:05:46.414018+00
637,117,371,0.99,1,0.99,2023-01-04 12:05:46.414613+00
638,117,380,0.99,1,0.99,2023-01-04 12:05:46.415203+00
639,117,389,0.99,1,0.99,2023-01-04 12:05:46.415784+00
640,117,398,0.99,1,0.99,2023-01-04 12:05:46.416362+00
641,117,407,0.99,1,0.99,2023-01-04 12:05:46.416936+00
642,117,416,0.99,1,0.99,2023-01-04 12:05:46.417511+00
643,117,425,0.99,1,0.99,2023-01-04 12:05:46.418095+00
644,118,439,0.99,1,0.99,2023-01-04 12:05:46.418674+00
645,119,440,0.99,1,0.99,2023-01-04 12:05:46.421016+00
646,119,441,0.99,1,0.99,2023-01-04 12:05:46.422084+00
647,120,443,0.99,1,0.99,2023-01-04 12:05:46.422726+00
648,120,445,0.99,1,0.99,2023-01-04 12:05:46.423359+00
649,121,447,0.99,1,0.99,2023-01-04 12:05:46.423954+00
650,121,449,0.99,1,0.99,2023-01-04 12:05:46.424566+00
651,121,451,0.99,1,0.99,2023-01-04 12:05:46.42516+00
652,121,453,0.99,1,0.99,2023-01-04 12:05:46.425738+00
653,122,457,0.99,1,0.99,2023-01-04 12:05:46.426316+00
654,122,461,0.99,1,0.99,2023-01-04 12:05:46.426902+00
655,122,465,0.99,1,0.99,2023-01-04 12:05:46.427475+00
656,122,469,0.99,1,0.99,2023-01-04 12:05:46.428123+00
657,122,473,0.99,1,0.99,2023-01-04 12:05:46.429082+00
658,122,477,0.99,1,0.99,2023-01-04 12:05:46.429853+00
659,123,483,0.99,1,0.99,2023-01-04 12:05:46.430492+00
660,123,489,0.99,1,0.99,2023-01-04 12:05:46.431083+00
661,123,495,0.99,1,0.99,2023-01-04 12:05:46.431661+00
662,123,501,0.99,1,0.99,2023-01-04 12:05:46.432238+00
663,123,507,0.99,1,0.99,2023-01-04 12:05:46.43281+00
664,123,513,0.99,1,0.99,2023-01-04 12:05:46.433387+00
665,123,519,0.99,1,0.99,2023-01-04 12:05:46.433962+00
666,123,525,0.99,1,0.99,2023-01-04 12:05:46.434533+00
667,123,531,0.99,1,0.99,2023-01-04 12:05:46.43674+00
668,124,540,0.99,1,0.99,2023-01-04 12:05:46.437528+00
669,124,549,0.99,1,0.99,2023-01-04 12:05:46.438174+00
670,124,558,0.99,1,0.99,2023-01-04 12:05:46.438778+00
671,124,567,0.99,1,0.99,2023-01-04 12:05:46.439362+00
672,124,576,0.99,1,0.99,2023-01-04 12:05:46.439941+00
673,124,585,0.99,1,0.99,2023-01-04 12:05:46.440515+00
674,124,594,0.99,1,0.99,2023-01-04 12:05:46.441095+00
675,124,603,0.99,1,0.99,2023-01-04 12:05:46.441668+00
676,124,612,0.99,1,0.99,2023-01-04 12:05:46.442244+00
677,124,621,0.99,1,0.99,2023-01-04 12:05:46.442823+00
678,124,630,0.99,1,0.99,2023-01-04 12:05:46.443399+00
679,124,639,0.99,1,0.99,2023-01-04 12:05:46.443972+00
680,124,648,0.99,1,0.99,2023-01-04 12:05:46.444541+00
681,124,657,0.99,1,0.99,2023-01-04 12:05:46.44544+00
682,125,671,0.99,1,0.99,2023-01-04 12:05:46.446439+00
683,126,672,0.99,1,0.99,2023-01-04 12:05:46.447075+00
684,126,673,0.99,1,0.99,2023-01-04 12:05:46.447709+00
685,127,675,0.99,1,0.99,2023-01-04 12:05:46.448285+00
686,127,677,0.99,1,0.99,2023-01-04 12:05:46.448863+00
687,128,679,0.99,1,0.99,2023-01-04 12:05:46.449437+00
688,128,681,0.99,1,0.99,2023-01-04 12:05:46.450029+00
689,128,683,0.99,1,0.99,2023-01-04 12:05:46.452375+00
690,128,685,0.99,1,0.99,2023-01-04 12:05:46.453296+00
691,129,689,0.99,1,0.99,2023-01-04 12:05:46.454894+00
692,129,693,0.99,1,0.99,2023-01-04 12:05:46.455544+00
693,129,697,0.99,1,0.99,2023-01-04 12:05:46.456168+00
694,129,701,0.99,1,0.99,2023-01-04 12:05:46.456771+00
695,129,705,0.99,1,0.99,2023-01-04 12:05:46.457355+00
696,129,709,0.99,1,0.99,2023-01-04 12:05:46.457941+00
697,130,715,0.99,1,0.99,2023-01-04 12:05:46.458518+00
698,130,721,0.99,1,0.99,2023-01-04 12:05:46.459093+00
699,130,727,0.99,1,0.99,2023-01-04 12:05:46.45967+00
700,130,733,0.99,1,0.99,2023-01-04 12:05:46.460241+00
701,130,739,0.99,1,0.99,2023-01-04 12:05:46.460813+00
702,130,745,0.99,1,0.99,2023-01-04 12:05:46.46149+00
703,130,751,0.99,1,0.99,2023-01-04 12:05:46.462548+00
704,130,757,0.99,1,0.99,2023-01-04 12:05:46.463343+00
705,130,763,0.99,1,0.99,2023-01-04 12:05:46.463996+00
706,131,772,0.99,1,0.99,2023-01-04 12:05:46.464587+00
707,131,781,0.99,1,0.99,2023-01-04 12:05:46.465188+00
708,131,790,0.99,1,0.99,2023-01-04 12:05:46.465776+00
709,131,799,0.99,1,0.99,2023-01-04 12:05:46.467869+00
710,131,808,0.99,1,0.99,2023-01-04 12:05:46.468598+00
711,131,817,0.99,1,0.99,2023-01-04 12:05:46.469536+00
712,131,826,0.99,1,0.99,2023-01-04 12:05:46.470368+00
713,131,835,0.99,1,0.99,2023-01-04 12:05:46.470982+00
714,131,844,0.99,1,0.99,2023-01-04 12:05:46.471567+00
715,131,853,0.99,1,0.99,2023-01-04 12:05:46.472151+00
716,131,862,0.99,1,0.99,2023-01-04 12:05:46.47273+00
717,131,871,0.99,1,0.99,2023-01-04 12:05:46.473371+00
718,131,880,0.99,1,0.99,2023-01-04 12:05:46.473947+00
719,131,889,0.99,1,0.99,2023-01-04 12:05:46.474528+00
720,132,903,0.99,1,0.99,2023-01-04 12:05:46.475097+00
721,133,904,0.99,1,0.99,2023-01-04 12:05:46.475666+00
722,133,905,0.99,1,0.99,2023-01-04 12:05:46.476238+00
723,134,907,0.99,1,0.99,2023-01-04 12:05:46.476802+00
724,134,909,0.99,1,0.99,2023-01-04 12:05:46.477373+00
725,135,911,0.99,1,0.99,2023-01-04 12:05:46.477992+00
726,135,913,0.99,1,0.99,2023-01-04 12:05:46.478905+00
727,135,915,0.99,1,0.99,2023-01-04 12:05:46.479742+00
728,135,917,0.99,1,0.99,2023-01-04 12:05:46.480358+00
729,136,921,0.99,1,0.99,2023-01-04 12:05:46.480951+00
730,136,925,0.99,1,0.99,2023-01-04 12:05:46.481593+00
731,136,929,0.99,1,0.99,2023-01-04 12:05:46.483908+00
732,136,933,0.99,1,0.99,2023-01-04 12:05:46.484678+00
733,136,937,0.99,1,0.99,2023-01-04 12:05:46.485291+00
734,136,941,0.99,1,0.99,2023-01-04 12:05:46.48588+00
735,137,947,0.99,1,0.99,2023-01-04 12:05:46.486461+00
736,137,953,0.99,1,0.99,2023-01-04 12:05:46.487038+00
737,137,959,0.99,1,0.99,2023-01-04 12:05:46.487619+00
738,137,965,0.99,1,0.99,2023-01-04 12:05:46.488192+00
739,137,971,0.99,1,0.99,2023-01-04 12:05:46.488771+00
740,137,977,0.99,1,0.99,2023-01-04 12:05:46.489343+00
741,137,983,0.99,1,0.99,2023-01-04 12:05:46.489915+00
742,137,989,0.99,1,0.99,2023-01-04 12:05:46.49049+00
743,137,995,0.99,1,0.99,2023-01-04 12:05:46.491059+00
744,138,1004,0.99,1,0.99,2023-01-04 12:05:46.49163+00
745,138,1013,0.99,1,0.99,2023-01-04 12:05:46.492229+00
746,138,1022,0.99,1,0.99,2023-01-04 12:05:46.492805+00
747,138,1031,0.99,1,0.99,2023-01-04 12:05:46.49338+00
748,138,1040,0.99,1,0.99,2023-01-04 12:05:46.493949+00
749,138,1049,0.99,1,0.99,2023-01-04 12:05:46.494525+00
750,138,1058,0.99,1,0.99,2023-01-04 12:05:46.495451+00
751,138,1067,0.99,1,0.99,2023-01-04 12:05:46.49631+00
752,138,1076,0.99,1,0.99,2023-01-04 12:05:46.496954+00
753,138,1085,0.99,1,0.99,2023-01-04 12:05:46.499322+00
754,138,1094,0.99,1,0.99,2023-01-04 12:05:46.500097+00
755,138,1103,0.99,1,0.99,2023-01-04 12:05:46.500743+00
756,138,1112,0.99,1,0.99,2023-01-04 12:05:46.501339+00
757,138,1121,0.99,1,0.99,2023-01-04 12:05:46.501927+00
758,139,1135,0.99,1,0.99,2023-01-04 12:05:46.502509+00
759,140,1136,0.99,1,0.99,2023-01-04 12:05:46.503084+00
760,140,1137,0.99,1,0.99,2023-01-04 12:05:46.503665+00
761,141,1139,0.99,1,0.99,2023-01-04 12:05:46.504245+00
762,141,1141,0.99,1,0.99,2023-01-04 12:05:46.504821+00
763,142,1143,0.99,1,0.99,2023-01-04 12:05:46.505398+00
764,142,1145,0.99,1,0.99,2023-01-04 12:05:46.506002+00
765,142,1147,0.99,1,0.99,2023-01-04 12:05:46.506582+00
766,142,1149,0.99,1,0.99,2023-01-04 12:05:46.507151+00
767,143,1153,0.99,1,0.99,2023-01-04 12:05:46.50772+00
768,143,1157,0.99,1,0.99,2023-01-04 12:05:46.508295+00
769,143,1161,0.99,1,0.99,2023-01-04 12:05:46.508862+00
770,143,1165,0.99,1,0.99,2023-01-04 12:05:46.509431+00
771,143,1169,0.99,1,0.99,2023-01-04 12:05:46.510001+00
772,143,1173,0.99,1,0.99,2023-01-04 12:05:46.510567+00
773,144,1179,0.99,1,0.99,2023-01-04 12:05:46.511137+00
774,144,1185,0.99,1,0.99,2023-01-04 12:05:46.511996+00
775,144,1191,0.99,1,0.99,2023-01-04 12:05:46.514914+00
776,144,1197,0.99,1,0.99,2023-01-04 12:05:46.516016+00
777,144,1203,0.99,1,0.99,2023-01-04 12:05:46.517604+00
778,144,1209,0.99,1,0.99,2023-01-04 12:05:46.518255+00
779,144,1215,0.99,1,0.99,2023-01-04 12:05:46.518888+00
780,144,1221,0.99,1,0.99,2023-01-04 12:05:46.519481+00
781,144,1227,0.99,1,0.99,2023-01-04 12:05:46.520093+00
782,145,1236,0.99,1,0.99,2023-01-04 12:05:46.520687+00
783,145,1245,0.99,1,0.99,2023-01-04 12:05:46.521269+00
784,145,1254,0.99,1,0.99,2023-01-04 12:05:46.521848+00
785,145,1263,0.99,1,0.99,2023-01-04 12:05:46.522421+00
786,145,1272,0.99,1,0.99,2023-01-04 12:05:46.522995+00
787,145,1281,0.99,1,0.99,2023-01-04 12:05:46.523572+00
788,145,1290,0.99,1,0.99,2023-01-04 12:05:46.524163+00
789,145,1299,0.99,1,0.99,2023-01-04 12:05:46.524747+00
790,145,1308,0.99,1,0.99,2023-01-04 12:05:46.525323+00
791,145,1317,0.99,1,0.99,2023-01-04 12:05:46.525894+00
792,145,1326,0.99,1,0.99,2023-01-04 12:05:46.526468+00
793,145,1335,0.99,1,0.99,2023-01-04 12:05:46.527039+00
794,145,1344,0.99,1,0.99,2023-01-04 12:05:46.527609+00
795,145,1353,0.99,1,0.99,2023-01-04 12:05:46.52837+00
796,146,1367,0.99,1,0.99,2023-01-04 12:05:46.531555+00
797,147,1368,0.99,1,0.99,2023-01-04 12:05:46.532506+00
798,147,1369,0.99,1,0.99,2023-01-04 12:05:46.533164+00
799,148,1371,0.99,1,0.99,2023-01-04 12:05:46.53379+00
800,148,1373,0.99,1,0.99,2023-01-04 12:05:46.534382+00
801,149,1375,0.99,1,0.99,2023-01-04 12:05:46.534963+00
802,149,1377,0.99,1,0.99,2023-01-04 12:05:46.535557+00
803,149,1379,0.99,1,0.99,2023-01-04 12:05:46.536132+00
804,149,1381,0.99,1,0.99,2023-01-04 12:05:46.536705+00
805,150,1385,0.99,1,0.99,2023-01-04 12:05:46.537283+00
